Chapman    	36	14	8	9	12	14	0.389	0.486
Charles    	31	13	17	7	9	8	0.419	0.600
Chloe      	26	5	12	9	14	5	0.192	0.544
Christian  	19	3	9	8	10	8	0.158	0.478
Christopher	23	10	11	6	5	10	0.435	0.531
Churchill  	23	7	8	9	7	11	0.304	0.449
Claire     	27	11	8	7	14	10	0.407	0.559
Clark      	27	10	14	9	12	4	0.370	0.632
Clarkson   	26	10	7	10	12	6	0.385	0.569
Clíodhn    	0	0	1	0	0	0	0.000	1.000
Coleman    	17	7	7	3	4	8	0.412	0.500
Colin      	27	12	4	9	7	9	0.444	0.489
ConchobarzNereus	2	0	1	1	0	1	0.000	0.250
Connor     	23	12	5	6	8	10	0.522	0.543
Cornish    	26	9	14	10	6	5	0.346	0.569
Cronus     	3	0	0	2	0	0	0.000	0.000
Céibhfhionn	0	0	0	0	1	0	0.000	1.000
Daganz     	1	1	1	0	0	0	1.000	1.000
Dagdaz     	1	0	0	1	1	0	0.000	0.500
Daidalos   	5	3	0	2	3	0	0.600	0.750
Daireann   	1	1	0	0	1	0	1.000	1.000
Damon      	2	2	0	0	1	0	1.000	1.000
Dan        	41	17	13	11	11	9	0.415	0.554
David      	32	15	5	6	14	9	0.469	0.567
Davidson   	29	8	16	12	16	14	0.276	0.533
Davies     	38	11	10	11	15	13	0.289	0.474
Dazbog     	0	0	0	0	0	1	0.000	0.000
Deimos     	2	1	0	1	0	0	0.500	0.500
Deirdre    	17	7	7	7	11	8	0.412	0.581
Diana      	22	5	16	11	6	15	0.227	0.458
Diane      	22	7	9	9	6	8	0.318	0.489
Dickens    	35	7	11	15	8	13	0.200	0.388
Dominic    	24	9	5	5	8	10	0.375	0.468
Donar      	2	0	0	0	0	2	0.000	0.000
Donna      	19	6	7	6	15	10	0.316	0.549
Dorothy    	19	6	7	7	7	13	0.316	0.435
Dowd       	24	9	5	6	8	10	0.375	0.468
Drupada    	0	0	1	0	0	1	0.000	0.500
Dumuziz    	0	0	1	0	2	1	0.000	0.750
Duncan     	29	11	12	7	8	10	0.379	0.525
Dyer       	41	9	5	13	12	9	0.220	0.388
Dylan      	12	7	7	2	5	9	0.583	0.576
Edmunds    	18	9	11	5	11	10	0.500	0.620
Edward     	28	9	9	13	10	10	0.321	0.491
Eirene     	0	0	0	0	0	0	0.000	0.000
Electra    	3	2	0	0	0	0	0.667	0.667
Elissa     	1	0	0	0	0	1	0.000	0.000
Elizabeth  	19	5	7	5	5	5	0.263	0.472
Ella       	27	12	10	7	5	10	0.444	0.519
Ellison    	27	5	17	11	15	13	0.185	0.514
Emily      	18	7	2	6	5	9	0.389	0.412
Emma       	29	14	12	9	13	13	0.483	0.582
Enki       	0	0	0	0	0	1	0.000	0.000
Eric       	23	8	12	10	3	8	0.348	0.500
Eris       	0	0	0	0	0	0	0.000	0.000
Euphrosyne 	2	1	0	1	0	0	0.500	0.500
Evan       	38	14	11	13	6	8	0.368	0.492
Evandrus   	0	0	1	0	0	0	0.000	1.000
Fachtna    	1	1	1	0	1	1	1.000	0.750
Faith      	26	6	11	12	3	2	0.231	0.476
Felicity   	31	10	7	10	6	16	0.323	0.383
Ferguson   	24	5	6	9	7	9	0.208	0.391
Fiona      	34	9	14	15	11	11	0.265	0.486
Fisher     	28	13	10	8	8	5	0.464	0.608
Forsyth    	21	9	9	5	4	9	0.429	0.512
Frank      	20	4	16	8	15	10	0.200	0.574
Fraser     	13	5	9	4	8	4	0.385	0.647
Gabrielle  	25	3	9	13	14	15	0.120	0.413
Gavin      	36	18	14	7	9	12	0.500	0.577
Gibson     	34	13	7	13	10	11	0.382	0.484
Gilgamesh  	0	0	1	0	0	1	0.000	0.500
Gill       	34	12	8	12	14	8	0.353	0.531
Glover     	32	13	10	13	11	11	0.406	0.531
Gordon     	26	11	10	6	10	9	0.423	0.564
Grace      	15	5	13	6	11	6	0.333	0.644
Graham     	33	9	6	13	8	10	0.273	0.404
Grant      	33	4	12	12	8	6	0.121	0.407
Gray       	31	8	14	13	13	11	0.258	0.507
Greene     	19	2	7	9	8	10	0.105	0.386
Gunnar     	2	0	0	1	2	0	0.000	0.500
Hamilton   	28	13	8	9	5	13	0.464	0.481
Hannah     	23	8	6	7	4	10	0.348	0.419
Hardacre   	23	6	14	11	13	11	0.261	0.541
Harris     	56	20	12	14	13	11	0.357	0.489
Harry      	38	12	7	13	12	10	0.316	0.463
Hart       	36	12	12	11	20	13	0.333	0.543
Haurvatat  	1	0	1	1	1	1	0.000	0.500
Heather    	34	5	4	15	17	9	0.147	0.406
Hemmings   	38	19	13	9	12	14	0.500	0.571
Henderson  	34	10	6	14	4	8	0.294	0.385
Hephaestus 	3	1	1	1	0	0	0.333	0.500
Heracles   	1	1	1	0	0	0	1.000	1.000
Heru       	0	0	1	0	1	1	0.000	0.667
Hestia     	3	0	0	3	2	1	0.000	0.333
Het-Heru   	0	0	1	0	0	1	0.000	0.500
Hill       	25	8	13	7	7	6	0.320	0.549
Hodges     	13	3	4	4	4	10	0.231	0.355
Hormazd    	1	0	0	0	0	1	0.000	0.000
Howard     	27	5	9	9	9	18	0.185	0.365
Hudson     	36	11	3	14	12	8	0.306	0.441
Hughes     	22	6	1	8	9	6	0.273	0.421
Hunter     	31	6	12	14	7	19	0.194	0.362
Ian        	28	9	11	9	12	6	0.321	0.561
Iason      	0	0	0	0	0	0	0.000	0.000
in         	0	0	0	0	1	0	0.000	1.000
Ince       	29	10	12	10	8	12	0.345	0.492
Indrajit   	1	0	1	0	0	3	0.000	0.200
Irene      	19	6	10	3	8	11	0.316	0.500
Isaac      	30	9	12	11	13	10	0.300	0.523
Ixchel     	1	0	0	0	1	0	0.000	0.500
Jack       	25	10	15	6	11	13	0.400	0.563
Jackson    	32	11	13	13	19	8	0.344	0.597
Jacob      	15	6	11	6	6	6	0.400	0.605
Jagannatha 	2	0	0	0	1	0	0.000	0.333
Jake       	26	7	7	13	12	14	0.269	0.441
James      	55	22	20	16	24	28	0.400	0.520
Jan        	28	13	6	7	8	9	0.464	0.529
Jane       	31	8	8	13	8	5	0.258	0.462
Jasmine    	22	7	7	8	9	3	0.318	0.561
Jason      	17	7	8	8	1	5	0.412	0.516
Jennifer   	27	8	10	7	4	10	0.296	0.431
Jessica    	19	6	5	5	6	10	0.316	0.425
Joachim    	1	0	0	1	0	0	0.000	0.000
Joan       	34	12	9	14	9	6	0.353	0.517
Joanne     	16	8	5	3	6	5	0.500	0.594
Joe        	24	7	9	12	6	10	0.292	0.449
John       	23	4	7	12	7	8	0.174	0.400
Johnston   	33	11	9	11	5	10	0.333	0.439
Jonathan   	29	8	9	10	13	8	0.276	0.508
Jones      	42	16	13	14	10	9	0.381	0.527
Joseph     	32	9	7	9	9	12	0.281	0.417
Joshua     	23	10	5	8	7	5	0.435	0.550
Julia      	29	12	13	8	7	13	0.414	0.516
Julian     	33	10	9	13	9	10	0.303	0.459
Justin     	22	8	11	8	6	8	0.364	0.532
Karen      	28	10	11	6	5	11	0.357	0.473
Kartikeyaz 	0	0	0	0	1	0	0.000	1.000
Katherine  	31	10	8	11	14	11	0.323	0.500
Keith      	27	10	7	13	10	8	0.370	0.519
Kelly      	33	12	6	10	12	13	0.364	0.469
Kerr       	36	10	14	16	14	15	0.278	0.481
Kevin      	38	14	9	11	12	15	0.368	0.473
Kimberly   	28	10	8	11	8	12	0.357	0.464
King       	25	7	11	9	7	7	0.280	0.500
Knox       	24	9	14	11	14	11	0.375	0.587
Kylie      	23	7	9	8	14	10	0.304	0.536
Kyllikki   	1	0	0	0	0	4	0.000	0.000
Kynthia    	1	1	0	0	2	0	1.000	1.000
Lambert    	27	6	10	11	9	9	0.222	0.455
Langdon    	31	9	10	13	9	11	0.290	0.459
Lauren     	17	7	7	6	13	8	0.412	0.600
Lavinia    	1	1	0	0	0	0	1.000	1.000
Lawrence   	29	9	8	9	9	6	0.310	0.500
Leah       	23	7	9	13	10	11	0.304	0.491
Lee        	41	16	18	9	10	16	0.390	0.518
Leonard    	31	12	6	10	16	6	0.387	0.576
Lewis      	32	12	6	8	15	8	0.375	0.541
Liam       	33	11	9	9	15	11	0.333	0.515
Lillian    	27	6	10	10	9	9	0.222	0.455
Lily       	29	10	6	6	5	6	0.345	0.457
Lisa       	29	4	11	12	10	7	0.138	0.439
Lucas      	25	5	17	13	11	4	0.200	0.579
Lughaidh   	0	0	0	0	1	0	0.000	1.000
Luke       	24	9	14	8	10	11	0.375	0.559
Lyman      	38	12	6	12	7	12	0.316	0.397
Lóegaire   	1	1	0	0	0	0	1.000	1.000
MacDonald  	40	10	7	15	10	7	0.250	0.422
Mackay     	23	4	9	13	6	10	0.174	0.396
Mackenzie  	25	9	12	9	11	8	0.360	0.571
MacLeod    	16	6	7	4	13	11	0.375	0.553
Madeleine  	40	15	18	12	6	5	0.375	0.565
Maia       	3	0	1	1	2	0	0.000	0.500
Manning    	39	11	15	15	18	11	0.282	0.530
Mari       	4	2	0	1	0	0	0.500	0.500
Maria      	25	4	9	11	5	6	0.160	0.400
Marshall   	27	12	7	2	11	5	0.444	0.600
Martin     	41	10	9	15	9	15	0.244	0.378
Mary       	24	8	10	6	13	14	0.333	0.508
Mathis     	21	5	6	8	9	7	0.238	0.465
Matt       	31	7	9	12	6	7	0.226	0.415
Maui       	3	1	0	1	0	1	0.333	0.250
Max        	36	14	14	9	14	10	0.389	0.568
May        	14	1	7	10	3	6	0.071	0.367
McDonald   	26	6	14	11	13	8	0.231	0.541
McGrath    	15	5	9	4	9	6	0.333	0.590
McLean     	24	11	6	10	10	9	0.458	0.551
Megan      	26	7	4	14	5	5	0.269	0.400
Melanie    	22	7	9	7	8	10	0.318	0.490
Melchior   	1	0	0	1	0	0	0.000	0.000
Menelaus   	0	0	0	0	0	0	0.000	0.000
Mercury    	2	0	0	1	0	1	0.000	0.000
Metcalfe   	34	15	9	11	11	15	0.441	0.507
Metis      	1	0	0	1	0	1	0.000	0.000
Michael    	18	6	5	5	8	8	0.333	0.487
Michelle   	34	9	7	14	10	11	0.265	0.419
Miller     	43	13	17	12	13	9	0.302	0.524
Mills      	40	14	11	15	7	8	0.350	0.485
Mitchell   	35	11	10	9	8	10	0.314	0.460
Mnemosyne  	1	1	0	0	0	0	1.000	1.000
Mohana     	1	1	1	0	1	0	1.000	1.000
Molly      	34	14	9	10	9	8	0.412	0.533
Morgan     	30	8	8	12	12	6	0.267	0.500
Morrison   	39	19	9	10	13	11	0.487	0.569
Murray     	35	10	7	11	8	10	0.286	0.417
nahit      	0	0	0	0	0	0	0.000	0.000
Nash       	25	8	11	10	9	16	0.320	0.459
Natalie    	27	11	9	11	14	6	0.407	0.607
Nathan     	31	11	8	9	7	5	0.355	0.510
Nausicaaz  	0	0	1	0	1	0	0.000	1.000
Neil       	29	5	10	9	7	6	0.172	0.423
Nestor     	5	2	3	2	1	1	0.400	0.600
Newman     	17	7	4	5	8	11	0.412	0.475
Nicholas   	27	11	8	12	7	9	0.407	0.510
Nicola     	15	4	6	4	11	7	0.267	0.538
nlil       	2	1	0	0	0	0	0.500	0.500
Nokomis    	1	0	0	1	0	1	0.000	0.000
Nolan      	30	14	9	10	6	10	0.467	0.527
North      	19	5	10	5	12	6	0.263	0.574
Nuada      	1	0	0	1	1	0	0.000	0.500
Odysseus   	2	0	0	0	0	1	0.000	0.000
Ogden      	36	11	8	10	3	6	0.306	0.415
Oisín      	0	0	0	0	1	0	0.000	1.000
Oliver     	49	10	15	12	28	11	0.204	0.515
Olivia     	26	7	10	9	9	4	0.269	0.531
Ouranos    	3	1	0	0	2	1	0.333	0.500
Owen       	28	14	11	6	10	10	0.500	0.593
Paige      	29	7	10	9	10	9	0.241	0.466
Pandora    	2	2	0	0	0	1	1.000	0.667
Parr       	37	12	13	11	13	15	0.324	0.487
Parsons    	14	3	8	6	3	7	0.214	0.438
Paterson   	30	13	7	8	7	9	0.433	0.509
Paul       	32	15	12	3	7	10	0.469	0.557
Payne      	21	8	4	5	8	12	0.381	0.444
Peake      	23	10	8	5	13	11	0.435	0.564
Penelope   	19	6	10	6	4	6	0.316	0.513
Persephone 	0	0	1	0	0	0	0.000	1.000
Peter      	13	5	9	6	9	8	0.385	0.590
Peters     	29	15	8	5	8	8	0.517	0.585
Phil       	35	11	8	11	14	16	0.314	0.452
Phoebus    	1	0	0	0	0	0	0.000	0.000
Piers      	27	6	9	13	8	5	0.222	0.469
Piper      	44	15	23	14	9	9	0.341	0.553
Pippa      	24	6	4	10	4	6	0.250	0.368
Poole      	31	11	11	11	9	8	0.355	0.525
Poseidon   	2	1	0	1	1	2	0.500	0.400
Powell     	24	9	4	9	6	8	0.375	0.452
Priya      	0	0	0	0	0	1	0.000	0.000
Prometheus 	0	0	0	0	0	2	0.000	0.000
Puckz      	1	0	1	0	1	0	0.000	0.667
Pullman    	26	11	8	10	6	8	0.423	0.521
Quinn      	24	7	6	6	13	6	0.292	0.531
Rachel     	31	12	9	11	6	6	0.387	0.519
Ramachandra	2	1	0	1	0	0	0.500	0.500
Ramesha    	1	1	0	0	1	0	1.000	1.000
Rampling   	20	9	5	7	6	4	0.450	0.571
Randall    	32	11	17	11	10	14	0.344	0.521
Rashnuz    	0	0	2	0	0	0	0.000	1.000
Rati       	2	0	0	1	0	0	0.000	0.000
Ravindra   	0	0	3	0	0	0	0.000	1.000
Raziel     	1	0	0	0	0	0	0.000	0.000
Rebecca    	24	7	4	8	6	10	0.292	0.386
Rees       	37	9	18	10	18	12	0.243	0.529
Reid       	25	10	6	5	7	8	0.400	0.500
res        	1	0	0	0	0	0	0.000	0.000
Richard    	20	8	6	7	8	9	0.400	0.512
Robert     	31	8	11	7	9	9	0.258	0.467
Roberts    	35	10	8	10	10	12	0.286	0.431
Robertson  	33	13	15	13	19	16	0.394	0.566
Rose       	43	21	10	12	7	8	0.488	0.559
Ross       	30	9	8	9	10	10	0.300	0.466
Russell    	31	13	8	10	11	18	0.419	0.471
Ruth       	16	6	13	4	6	7	0.375	0.595
Rutherford 	32	11	14	10	12	11	0.344	0.536
Ryan       	26	7	13	11	6	7	0.269	0.500
Saga       	1	0	0	0	0	0	0.000	0.000
Sally      	37	15	7	11	9	7	0.405	0.517
Sam        	30	11	5	8	6	9	0.367	0.440
Samantha   	15	4	9	6	5	8	0.267	0.486
Sanderson  	32	9	10	12	8	10	0.281	0.450
Sarah      	38	15	8	13	9	5	0.395	0.533
Sarpedon   	1	1	1	0	0	0	1.000	1.000
Savitri    	1	0	0	0	0	0	0.000	0.000
Scott      	46	21	15	12	18	7	0.457	0.628
Sean       	32	11	11	10	11	13	0.344	0.493
Sebastian  	32	9	11	14	6	14	0.281	0.413
Sedna      	6	1	0	3	1	1	0.167	0.250
Set        	2	2	0	0	0	0	1.000	1.000
Sharp      	31	8	11	14	10	9	0.258	0.475
Shivaliz   	1	1	1	0	0	1	1.000	0.667
Short      	14	3	7	6	6	5	0.214	0.500
Sigurðr    	2	0	0	2	0	0	0.000	0.000
Simon      	34	13	13	8	10	16	0.382	0.493
Simpson    	26	9	6	10	3	5	0.346	0.450
Sin        	2	0	0	0	0	0	0.000	0.000
Skinner    	20	5	12	7	8	10	0.250	0.500
Slater     	39	10	11	14	17	13	0.256	0.475
Smith      	28	8	8	10	7	12	0.286	0.418
sna        	0	0	1	0	1	0	0.000	1.000
Sonia      	27	7	13	8	8	9	0.259	0.491
Sophie     	39	14	15	15	9	11	0.359	0.514
Springer   	36	8	8	15	9	14	0.222	0.373
Stephanie  	40	14	12	9	9	14	0.350	0.467
Stephen    	28	11	7	10	7	18	0.393	0.417
Steven     	34	10	19	10	11	7	0.294	0.563
Stewart    	47	13	12	17	23	13	0.277	0.505
Sue        	29	7	9	9	9	10	0.241	0.439
Surendra   	1	0	0	1	0	0	0.000	0.000
Surya      	1	0	0	0	1	0	0.000	0.500
Sutherland 	30	16	5	5	14	13	0.533	0.565
Taylor     	21	7	5	6	7	5	0.333	0.500
Terry      	23	8	9	7	8	13	0.348	0.472
Thaleia    	2	1	0	0	2	0	0.500	0.750
Theresa    	23	12	6	6	8	5	0.522	0.619
Thomas     	31	8	11	12	8	11	0.258	0.443
Thomson    	30	8	7	11	7	13	0.267	0.386
Tim        	35	8	18	15	12	9	0.229	0.514
Tracey     	21	8	7	9	5	5	0.381	0.526
Trevor     	27	10	9	5	8	9	0.370	0.509
Tucker     	25	7	9	13	12	9	0.280	0.509
Turner     	34	12	7	9	16	10	0.353	0.522
Una        	11	4	3	4	8	9	0.364	0.484
Underwood  	29	8	11	8	8	3	0.276	0.529
utekh      	4	2	0	1	1	1	0.500	0.500
Vaishnavi  	0	0	1	0	0	0	0.000	1.000
Valli      	0	0	0	0	0	0	0.000	0.000
Vance      	22	7	9	6	14	9	0.318	0.556
Vanessa    	24	8	10	9	5	10	0.333	0.469
Vaughan    	37	13	7	14	10	9	0.351	0.476
Vayu       	0	0	0	0	0	0	0.000	0.000
Vena       	1	1	2	0	3	2	1.000	0.750
Verdandi   	2	0	0	1	0	0	0.000	0.000
Verethragna	3	1	0	0	2	0	0.333	0.600
Victor     	27	9	10	8	8	6	0.333	0.529
Victoria   	25	8	7	9	3	5	0.320	0.450
Virginia   	22	3	7	10	8	4	0.136	0.439
Vulcanus   	0	0	2	0	1	0	0.000	1.000
Vénus      	2	2	0	0	0	1	1.000	0.667
Völundrz   	1	0	0	0	0	0	0.000	0.000
Walker     	47	12	14	21	11	19	0.255	0.407
Wallace    	28	14	8	9	11	12	0.500	0.559
Walsh      	36	14	14	11	7	9	0.389	0.530
Wanda      	21	6	8	8	8	8	0.286	0.489
Warren     	33	9	14	13	7	11	0.273	0.462
Watson     	29	10	12	11	8	7	0.345	0.536
Welch      	27	4	6	11	6	13	0.148	0.308
Wendy      	33	13	6	12	13	14	0.394	0.485
White      	22	5	8	11	8	7	0.227	0.467
Wilkins    	20	6	7	7	11	10	0.300	0.500
William    	28	10	13	13	13	9	0.357	0.571
Wilson     	29	4	7	13	9	10	0.138	0.364
Wright     	17	6	14	8	8	11	0.353	0.560
Xochipilli 	1	0	0	0	1	0	0.000	0.500
ydike      	1	0	0	0	0	0	0.000	0.000
Yimahaeta  	3	0	1	2	0	0	0.000	0.250
Young      	24	11	7	9	8	7	0.458	0.565
Yvonne     	27	10	8	8	8	14	0.370	0.456
zBrijesha  	1	0	1	0	0	0	0.000	0.500
Zephyros   	2	2	0	0	1	1	1.000	0.750
zhoibos    	2	0	0	1	1	0	0.000	0.333
zMaui      	0	0	1	0	0	0	0.000	1.000
Zoe        	25	13	13	8	2	5	0.520	0.622
zPerun     	1	1	0	0	0	0	1.000	1.000
Éibhear    	1	0	0	1	0	2	0.000	0.000
óa         	1	1	1	0	0	0	1.000	1.000
ölund      	1	1	0	0	0	1	1.000	0.500

LEAGUE LEADERS
BATTING AVERAGE
1.000	Aias, Alvis, Anat, Aoede, Daganz, Daireann, Damon, Fachtna, Heracles, Kynthia, Lavinia, Lóegaire, Mnemosyne, Mohana, Pandora, Ramesha, Sarpedon, Set, Shivaliz, Vena, Vénus, Zephyros, zPerun, óa, ölund

ON-BASE PERCENTAGE
1.000	Amaterasu, Anat, Aoede, Clíodhn, Céibhfhionn, Daganz, Daireann, Damon, Evandrus, Heracles, in, Kartikeyaz, Kynthia, Lavinia, Lughaidh, Lóegaire, Mnemosyne, Mohana, Nausicaaz, Oisín, Persephone, Ramesha, Rashnuz, Ravindra, Sarpedon, Set, sna, Vaishnavi, Vulcanus, zMaui, zPerun, óa

HITS
22	James
21	Cameron, Rose, Scott

WALKS
23	Piper
22	Blake
20	James

STRIKEOUTS
0	Adrasteia, Agamemnon, Aias, Alvis, Amaterasu, Anat, Anath, Aodh, Aoede, Aoifez, Aranrhod, Astraia, Athenez, Bahram, Bhumi, Brünhild, Cerberus, Clíodhn, Céibhfhionn, Daganz, Daireann, Damon, Dazbog, Donar, Drupada, Dumuziz, Eirene, Electra, Elissa, Enki, Eris, Evandrus, Fachtna, Gilgamesh, Heracles, Heru, Het-Heru, Hormazd, Iason, in, Indrajit, Ixchel, Jagannatha, Kartikeyaz, Kyllikki, Kynthia, Lavinia, Lughaidh, Lóegaire, Menelaus, Mnemosyne, Mohana, nahit, Nausicaaz, nlil, Odysseus, Oisín, Ouranos, Pandora, Persephone, Phoebus, Priya, Prometheus, Puckz, Ramesha, Rashnuz, Ravindra, Raziel, res, Saga, Sarpedon, Savitri, Set, Shivaliz, Sin, sna, Surya, Thaleia, Vaishnavi, Valli, Vayu, Vena, Verethragna, Vulcanus, Vénus, Völundrz, Xochipilli, ydike, zBrijesha, Zephyros, zMaui, zPerun, óa, ölund

HIT BY PITCH
28	Oliver
24	James
23	Stewart

